@logo      B&M-General Particle Tracer
numderivs           0
cputime     3.000e+00
position    9.900e-01
            x           y           z         rxy          Bx          By          Bz           G           t           m           q      nmacro      rmacro          ID 
  -1.779e-09 -2.208e-09  9.900e-01  2.835e-09  1.761e-02  1.435e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.440e+02 
   1.883e-10  1.010e-09  9.900e-01  1.028e-09 -2.215e-03 -9.430e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.520e+02 
   2.967e-09 -1.149e-09  9.900e-01  3.182e-09 -1.766e-02  1.010e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.600e+02 
   6.830e-10 -2.637e-09  9.900e-01  2.724e-09 -5.296e-03  1.452e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.680e+02 
  -7.224e-10  2.049e-10  9.900e-01  7.509e-10  2.501e-02  1.463e-03  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.760e+02 
   1.155e-10  6.112e-11  9.900e-01  1.306e-10 -3.361e-03 -2.946e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.840e+02 
  -7.901e-10 -3.286e-10  9.900e-01  8.557e-10  2.222e-03 -2.666e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.880e+02 
  -1.025e-09 -3.360e-09  9.900e-01  3.512e-09  4.585e-03  1.675e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  3.920e+02 
  -1.575e-09  1.165e-09  9.900e-01  1.959e-09  1.020e-02 -6.391e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.000e+02 
   3.281e-09 -3.919e-11  9.900e-01  3.281e-09 -2.203e-02  2.322e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.080e+02 
  -7.135e-10 -4.664e-10  9.900e-01  8.524e-10  7.860e-03  4.039e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.160e+02 
  -1.082e-09  3.295e-09  9.900e-01  3.468e-09  3.649e-03 -1.942e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.240e+02 
   1.915e-09 -1.528e-09  9.900e-01  2.449e-09 -1.101e-02  9.821e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.320e+02 
  -3.431e-10 -1.764e-09  9.900e-01  1.797e-09 -3.541e-03  2.432e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.400e+02 
  -4.280e-10  1.227e-10  9.900e-01  4.452e-10  6.868e-03 -1.018e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.480e+02 
   1.362e-09  2.648e-09  9.900e-01  2.978e-09 -7.891e-03 -1.681e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.560e+02 
  -1.074e-09 -2.247e-09  9.900e-01  2.490e-09  6.132e-03  1.195e-02  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.640e+02 
  -1.870e-09  2.081e-09  9.900e-01  2.798e-09  1.686e-02 -1.616e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.720e+02 
   1.332e-09  6.056e-10  9.900e-01  1.463e-09 -9.167e-03 -5.166e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.800e+02 
  -2.669e-09 -6.007e-10  9.900e-01  2.736e-09  2.054e-02  4.109e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.880e+02 
   5.491e-12  2.813e-09  9.900e-01  2.813e-09 -1.473e-03 -1.598e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  4.960e+02 
   1.162e-09  3.233e-10  9.900e-01  1.206e-09 -2.378e-02  9.506e-03  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.040e+02 
  -4.254e-12  1.513e-12  9.900e-01  4.515e-12 -8.477e-04  1.592e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.120e+02 
